1196	NM_001157	chr10	-	80150888	80205537	80155852	80172861	15	80150888,80157640,80157966,80159099,80161934,80163348,80163533,80164052,80166083,80166889,80167225,80168968,80170799,80172806,80205342,	80155912,80157763,80158025,80159195,80162028,80163405,80163613,80164143,80166197,80166984,80167313,80169358,80170915,80172869,80205537,	0	ANXA11	cmpl	cmpl	0,0,1,1,0,0,1,0,0,1,0,0,1,0,-1,
74	NM_001282218	chr11	+	1410469	1462689	1436128	1457040	20	1410469,1436039,1438305,1440787,1442489,1443105,1443334,1443488,1444970,1445293,1445570,1445756,1449775,1450586,1451370,1454484,1456347,1456597,1456954,1460969,	1410906,1436134,1438391,1440928,1442606,1443139,1443403,1443635,1445002,1445458,1445668,1445907,1449836,1450794,1451419,1454608,1456528,1456687,1457049,1462689,	0	BRSK2	cmpl	cmpl	-1,0,0,2,2,2,0,0,0,2,2,1,2,0,1,2,0,1,1,-1,
593	NM_002085	chr19	+	1103993	1106779	1104043	1106572	7	1103993,1105185,1105365,1105657,1106241,1106399,1106539,	1104127,1105280,1105510,1105809,1106266,1106459,1106779,	0	GPX4	cmpl	cmpl	0,0,2,0,2,0,0,
1212	NM_001206950	chr17	+	82228405	82239499	82236008	82238976	5	82228405,82235982,82236728,82237137,82238701,	82228545,82236231,82236872,82237893,82239499,	0	SLC16A3	cmpl	cmpl	-1,0,1,1,1,
1390	NM_001331238	chr14	+	105527104	105530202	105528834	105529794	2	105527104,105528721,	105527438,105530202,	0	TMEM121	cmpl	cmpl	-1,0,
74	NM_001256627	chr11	+	1389933	1462689	1390284	1460723	20	1389933,1436039,1438305,1440787,1442489,1443105,1443334,1443488,1444970,1445293,1445570,1445756,1449775,1450586,1451370,1454484,1456347,1456597,1459191,1460499,	1390375,1436134,1438391,1440928,1442606,1443139,1443403,1443635,1445002,1445458,1445668,1445907,1449836,1450794,1451419,1454608,1456528,1456687,1459239,1462689,	0	BRSK2	cmpl	cmpl	0,1,0,2,2,2,0,0,0,2,2,1,2,0,1,2,0,1,1,1,
74	NM_001256629	chr11	+	1389933	1462689	1390284	1457040	20	1389933,1436039,1438305,1440787,1442489,1443105,1443334,1443488,1444970,1445293,1445570,1445756,1449775,1450586,1451370,1454484,1456347,1456597,1456954,1460969,	1390375,1436134,1438391,1440928,1442606,1443139,1443403,1443635,1445002,1445458,1445668,1445907,1449836,1450794,1451419,1454608,1456528,1456687,1457049,1462689,	0	BRSK2	cmpl	cmpl	0,1,0,2,2,2,0,0,0,2,2,1,2,0,1,2,0,1,1,-1,
74	NM_001256630	chr11	+	1411151	1462689	1411404	1460723	20	1411151,1436039,1438305,1440787,1442489,1443105,1443334,1443488,1444970,1445293,1445570,1445756,1449775,1450586,1451370,1454484,1456347,1456597,1459191,1460547,	1411633,1436134,1438391,1440928,1442606,1443139,1443403,1443635,1445002,1445458,1445668,1445907,1449836,1450794,1451419,1454608,1456528,1456687,1459239,1462689,	0	BRSK2	cmpl	cmpl	0,1,0,2,2,2,0,0,0,2,2,1,2,0,1,2,0,1,1,1,
1212	NM_004207	chr17	+	82229041	82240086	82236008	82238976	5	82229041,82235982,82236728,82237137,82238701,	82229106,82236231,82236872,82237893,82240086,	0	SLC16A3	cmpl	cmpl	-1,0,1,1,1,
1212	NM_001042422	chr17	+	82228405	82239499	82236008	82238976	5	82228405,82235982,82236728,82237137,82238701,	82228529,82236231,82236872,82237893,82239499,	0	SLC16A3	cmpl	cmpl	-1,0,1,1,1,
1196	NM_145869	chr10	-	80150888	80205537	80155852	80172861	17	80150888,80157640,80157966,80159099,80161934,80163348,80163533,80164052,80166083,80166889,80167225,80168968,80170799,80172806,80176106,80180940,80205342,	80155912,80157763,80158025,80159195,80162028,80163405,80163613,80164143,80166197,80166984,80167313,80169358,80170915,80172869,80176155,80181136,80205537,	0	ANXA11	cmpl	cmpl	0,0,1,1,0,0,1,0,0,1,0,0,1,0,-1,-1,-1,
178	NM_017664	chr13	-	110878539	110915069	110879636	110914934	6	110878539,110883697,110893027,110906032,110910617,110914724,	110880112,110883793,110893263,110906124,110910770,110915069,	0	ANKRD10	cmpl	cmpl	1,1,2,0,0,0,
593	NM_001367832	chr19	+	1104056	1106779	1104124	1106572	7	1104056,1105185,1105365,1105657,1106241,1106399,1106539,	1104127,1105280,1105510,1105809,1106266,1106459,1106779,	0	GPX4	cmpl	cmpl	0,0,2,0,2,0,0,
593	NM_001039847	chr19	+	1103993	1106779	1104043	1106640	7	1103993,1105185,1105365,1105657,1106241,1106377,1106539,	1104127,1105280,1105510,1105809,1106266,1106459,1106779,	0	GPX4	cmpl	cmpl	0,0,2,0,2,0,1,
1196	NM_001278407	chr10	-	80150888	80205808	80155852	80172861	17	80150888,80157640,80157966,80159099,80161934,80163348,80163533,80164052,80166083,80166889,80167225,80168968,80170799,80172806,80176106,80205342,80205619,	80155912,80157763,80158025,80159195,80162028,80163405,80163613,80164143,80166197,80166984,80167313,80169358,80170915,80172869,80176155,80205444,80205808,	0	ANXA11	cmpl	cmpl	0,0,1,1,0,0,1,0,0,1,0,0,1,0,-1,-1,-1,
1212	NM_001206951	chr17	+	82234898	82239499	82236008	82238976	5	82234898,82235982,82236728,82237137,82238701,	82235000,82236231,82236872,82237893,82239499,	0	SLC16A3	cmpl	cmpl	-1,0,1,1,1,
1212	NM_001206952	chr17	+	82235773	82239499	82236008	82238976	5	82235773,82235982,82236728,82237137,82238701,	82235842,82236231,82236872,82237893,82239499,	0	SLC16A3	cmpl	cmpl	-1,0,1,1,1,
593	NM_001039848	chr19	+	1104649	1106779	1104734	1106572	7	1104649,1105185,1105365,1105657,1106241,1106399,1106539,	1104929,1105280,1105510,1105809,1106266,1106459,1106779,	0	GPX4	cmpl	cmpl	0,0,2,0,2,0,0,
586	NM_016526	chr11	-	202923	207422	205469	207321	3	202923,205951,207302,	205667,206043,207422,	0	BET1L	cmpl	cmpl	0,1,0,
1450	NM_199162	chr13	-	113421944	113449158	113422821	113444557	7	113421944,113424216,113425051,113428951,113433741,113444424,113448998,	113422979,113424349,113425179,113429092,113433867,113444589,113449158,	0	ADPRHL1	cmpl	cmpl	1,0,1,1,1,0,-1,
139	NM_032797	chr10	-	70112270	70132825	70114177	70124084	9	70112270,70114919,70116621,70117811,70120506,70121091,70123404,70123906,70132733,	70114329,70115120,70116774,70117920,70120599,70121211,70123520,70124097,70132825,	0	AIFM2	cmpl	cmpl	1,1,1,0,0,0,1,0,-1,
1431	NM_001286721	chr13	-	110892697	110915069	110893149	110914934	5	110892697,110894108,110906032,110910617,110914724,	110893263,110894202,110906124,110910770,110915069,	0	ANKRD10	cmpl	cmpl	0,2,0,0,0,
178	NR_104587	chr13	-	110878539	110915069	110915069	110915069	7	110878539,110883729,110893027,110894108,110906032,110910617,110914724,	110880112,110883793,110893263,110894202,110906124,110910770,110915069,	0	ANKRD10	unk	unk	-1,-1,-1,-1,-1,-1,-1,
1431	NR_104586	chr13	-	110892697	110915069	110915069	110915069	5	110892697,110900529,110906032,110910617,110914724,	110893263,110900661,110906124,110910770,110915069,	0	ANKRD10	unk	unk	-1,-1,-1,-1,-1,
1196	NM_001278409	chr10	-	80150888	80205537	80155852	80170871	17	80150888,80157640,80157966,80159099,80161934,80163348,80163533,80164052,80166083,80166889,80167225,80168968,80170799,80171612,80172806,80176106,80205342,	80155912,80157763,80158025,80159195,80162028,80163405,80163613,80164143,80166197,80166984,80167313,80169358,80170915,80171881,80172869,80176155,80205537,	0	ANXA11	cmpl	cmpl	0,0,1,1,0,0,1,0,0,1,0,0,0,-1,-1,-1,-1,
1390	NM_025268	chr14	+	105526582	105530198	105528834	105529794	2	105526582,105528721,	105526653,105530198,	0	TMEM121	cmpl	cmpl	-1,0,
1196	NM_145868	chr10	-	80150888	80205537	80155852	80172861	16	80150888,80157640,80157966,80159099,80161934,80163348,80163533,80164052,80166083,80166889,80167225,80168968,80170799,80172806,80176106,80205342,	80155912,80157763,80158025,80159195,80162028,80163405,80163613,80164143,80166197,80166984,80167313,80169358,80170915,80172869,80176155,80205537,	0	ANXA11	cmpl	cmpl	0,0,1,1,0,0,1,0,0,1,0,0,1,0,-1,-1,
1450	NM_138430	chr13	-	113421944	113453488	113422821	113453437	7	113421944,113424216,113425051,113428951,113433741,113444424,113453223,	113422979,113424349,113425179,113429092,113433867,113444589,113453488,	0	ADPRHL1	cmpl	cmpl	1,0,1,1,1,1,0,
587	NM_178537	chr11	+	369498	382117	369803	381792	20	369498,372108,372661,372851,373025,373190,373448,373749,375460,375638,375846,376073,376250,376420,379417,379865,380129,380291,380824,381668,	369954,372212,372754,372947,373116,373291,373516,373828,375527,375773,375956,376174,376351,377327,379701,380019,380202,380445,380951,382117,	0	B4GALNT4	cmpl	cmpl	0,1,0,0,0,1,0,2,0,1,1,0,2,1,2,1,2,0,1,2,
